Job started at: 2025年 08月 02日 星期六 12:17:36 CST
Running on node: master
CUDA devices: 0
Python path: /home/guest/Others/DECODE_rewrite:
Working directory: /home/guest/Others/DECODE_rewrite/neuronal_network_v2
CUDA available: True
GPU count: 1
Current device: 0
Starting training...
使用设备: cuda
模型参数数量: 65,680,774
2025-08-02 12:17:43,607 - neuronal_network_v2.utils.factories - INFO - 创建优化器: adam, 参数: {'lr': 0.0001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 1e-05}
2025-08-02 12:17:43,608 - neuronal_network_v2.utils.factories - INFO - 创建调度器: cosineannealinglr, 参数: {'T_max': 100, 'eta_min': 1e-06}
创建数据集...
找到 100 个样本目录
训练样本: 70, 验证样本: 20, 测试样本: 10
找到训练数据文件: 70 个
找到验证数据文件: 20 个
Built index with 70 samples from 70 files
Built index with 20 samples from 20 files
训练批次数: 9, 验证批次数: 3
2025-08-02 12:40:01,901 - DECODE_Trainer - INFO - Epoch 147/N/A - 8.60s - train_loss: 0.673519 - val_loss: 0.765103 - lr: 4.58e-05
2025-08-02 12:40:10,380 - DECODE_Trainer - INFO - Epoch 148/N/A - 8.48s - train_loss: 0.759066 - val_loss: 0.754212 - lr: 4.74e-05
2025-08-02 12:40:19,322 - DECODE_Trainer - INFO - Epoch 149/N/A - 8.94s - train_loss: 0.749902 - val_loss: 0.897835 - lr: 4.89e-05
2025-08-02 12:40:27,746 - DECODE_Trainer - INFO - Epoch 150/N/A - 8.42s - train_loss: 0.894886 - val_loss: 0.894621 - lr: 5.05e-05
2025-08-02 12:40:29,659 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_150.pth
2025-08-02 12:40:40,673 - DECODE_Trainer - INFO - Epoch 151/N/A - 8.19s - train_loss: 0.743802 - val_loss: 0.773801 - lr: 5.21e-05
2025-08-02 12:40:49,211 - DECODE_Trainer - INFO - Epoch 152/N/A - 8.54s - train_loss: 0.891207 - val_loss: 0.891674 - lr: 5.36e-05
2025-08-02 12:40:57,669 - DECODE_Trainer - INFO - Epoch 153/N/A - 8.46s - train_loss: 0.890209 - val_loss: 0.891069 - lr: 5.52e-05
2025-08-02 12:41:06,146 - DECODE_Trainer - INFO - Epoch 154/N/A - 8.48s - train_loss: 0.889232 - val_loss: 0.890412 - lr: 5.67e-05
2025-08-02 12:41:14,673 - DECODE_Trainer - INFO - Epoch 155/N/A - 8.53s - train_loss: 0.888276 - val_loss: 0.889144 - lr: 5.82e-05
2025-08-02 12:41:23,244 - DECODE_Trainer - INFO - Epoch 156/N/A - 8.57s - train_loss: 0.887532 - val_loss: 0.888514 - lr: 5.98e-05
2025-08-02 12:41:31,834 - DECODE_Trainer - INFO - Epoch 157/N/A - 8.59s - train_loss: 0.886880 - val_loss: 0.887942 - lr: 6.13e-05
2025-08-02 12:41:40,398 - DECODE_Trainer - INFO - Epoch 158/N/A - 8.56s - train_loss: 0.886843 - val_loss: 0.887727 - lr: 6.28e-05
2025-08-02 12:41:48,991 - DECODE_Trainer - INFO - Epoch 159/N/A - 8.59s - train_loss: 0.805559 - val_loss: 0.738993 - lr: 6.43e-05
2025-08-02 12:41:57,129 - DECODE_Trainer - INFO - Epoch 160/N/A - 8.14s - train_loss: 0.817294 - val_loss: 0.886761 - lr: 6.58e-05
2025-08-02 12:41:58,950 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_160.pth
2025-08-02 12:42:09,755 - DECODE_Trainer - INFO - Epoch 161/N/A - 8.16s - train_loss: 0.884581 - val_loss: 0.885798 - lr: 6.73e-05
2025-08-02 12:42:18,382 - DECODE_Trainer - INFO - Epoch 162/N/A - 8.63s - train_loss: 0.884075 - val_loss: 0.886051 - lr: 6.87e-05
2025-08-02 12:42:27,208 - DECODE_Trainer - INFO - Epoch 163/N/A - 8.82s - train_loss: 0.884192 - val_loss: 0.885699 - lr: 7.02e-05
2025-08-02 12:42:35,769 - DECODE_Trainer - INFO - Epoch 164/N/A - 8.56s - train_loss: 0.883685 - val_loss: 0.885834 - lr: 7.16e-05
2025-08-02 12:42:44,231 - DECODE_Trainer - INFO - Epoch 165/N/A - 8.46s - train_loss: 0.882594 - val_loss: 0.884129 - lr: 7.30e-05
2025-08-02 12:42:52,416 - DECODE_Trainer - INFO - Epoch 166/N/A - 8.18s - train_loss: 0.882022 - val_loss: 0.883151 - lr: 7.43e-05
2025-08-02 12:43:00,995 - DECODE_Trainer - INFO - Epoch 167/N/A - 8.58s - train_loss: 0.868692 - val_loss: 0.735597 - lr: 7.57e-05
2025-08-02 12:43:10,212 - DECODE_Trainer - INFO - Epoch 168/N/A - 9.22s - train_loss: 0.763149 - val_loss: 0.882521 - lr: 7.70e-05
2025-08-02 12:43:18,792 - DECODE_Trainer - INFO - Epoch 169/N/A - 8.58s - train_loss: 0.880095 - val_loss: 0.881760 - lr: 7.83e-05
2025-08-02 12:43:27,230 - DECODE_Trainer - INFO - Epoch 170/N/A - 8.44s - train_loss: 0.879513 - val_loss: 0.881219 - lr: 7.96e-05
2025-08-02 12:43:29,126 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_170.pth
2025-08-02 12:43:40,397 - DECODE_Trainer - INFO - Epoch 171/N/A - 8.44s - train_loss: 0.879045 - val_loss: 0.881031 - lr: 8.08e-05
2025-08-02 12:43:48,563 - DECODE_Trainer - INFO - Epoch 172/N/A - 8.17s - train_loss: 0.878714 - val_loss: 0.880542 - lr: 8.21e-05
2025-08-02 12:43:57,032 - DECODE_Trainer - INFO - Epoch 173/N/A - 8.47s - train_loss: 0.878573 - val_loss: 0.880561 - lr: 8.32e-05
2025-08-02 12:44:05,920 - DECODE_Trainer - INFO - Epoch 174/N/A - 8.89s - train_loss: 0.878044 - val_loss: 0.879594 - lr: 8.44e-05
2025-08-02 12:44:14,478 - DECODE_Trainer - INFO - Epoch 175/N/A - 8.56s - train_loss: 0.877290 - val_loss: 0.878973 - lr: 8.55e-05
2025-08-02 12:44:22,675 - DECODE_Trainer - INFO - Epoch 176/N/A - 8.20s - train_loss: 0.730655 - val_loss: 0.761438 - lr: 8.66e-05
2025-08-02 12:44:30,839 - DECODE_Trainer - INFO - Epoch 177/N/A - 8.16s - train_loss: 0.876460 - val_loss: 0.878159 - lr: 8.76e-05
2025-08-02 12:44:39,035 - DECODE_Trainer - INFO - Epoch 178/N/A - 8.19s - train_loss: 0.876039 - val_loss: 0.877536 - lr: 8.86e-05
2025-08-02 12:44:47,995 - DECODE_Trainer - INFO - Epoch 179/N/A - 8.96s - train_loss: 0.875414 - val_loss: 0.877071 - lr: 8.96e-05
2025-08-02 12:44:56,572 - DECODE_Trainer - INFO - Epoch 180/N/A - 8.58s - train_loss: 0.875195 - val_loss: 0.877791 - lr: 9.05e-05
2025-08-02 12:44:58,437 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_180.pth
2025-08-02 12:45:10,334 - DECODE_Trainer - INFO - Epoch 181/N/A - 9.08s - train_loss: 0.874948 - val_loss: 0.876784 - lr: 9.14e-05
2025-08-02 12:45:19,167 - DECODE_Trainer - INFO - Epoch 182/N/A - 8.83s - train_loss: 0.874732 - val_loss: 0.876134 - lr: 9.23e-05
2025-08-02 12:45:27,927 - DECODE_Trainer - INFO - Epoch 183/N/A - 8.76s - train_loss: 0.874463 - val_loss: 0.877043 - lr: 9.31e-05
2025-08-02 12:45:36,042 - DECODE_Trainer - INFO - Epoch 184/N/A - 8.11s - train_loss: 0.795287 - val_loss: 0.730015 - lr: 9.39e-05
2025-08-02 12:45:44,615 - DECODE_Trainer - INFO - Epoch 185/N/A - 8.57s - train_loss: 0.823638 - val_loss: 0.875702 - lr: 9.46e-05
2025-08-02 12:45:53,196 - DECODE_Trainer - INFO - Epoch 186/N/A - 8.58s - train_loss: 0.873279 - val_loss: 0.874686 - lr: 9.53e-05
2025-08-02 12:46:01,607 - DECODE_Trainer - INFO - Epoch 187/N/A - 8.41s - train_loss: 0.873164 - val_loss: 0.876060 - lr: 9.59e-05
2025-08-02 12:46:09,940 - DECODE_Trainer - INFO - Epoch 188/N/A - 8.33s - train_loss: 0.872815 - val_loss: 0.874242 - lr: 9.65e-05
2025-08-02 12:46:18,469 - DECODE_Trainer - INFO - Epoch 189/N/A - 8.53s - train_loss: 0.872345 - val_loss: 0.873484 - lr: 9.71e-05
2025-08-02 12:46:28,072 - DECODE_Trainer - INFO - Epoch 190/N/A - 9.60s - train_loss: 0.871678 - val_loss: 0.873217 - lr: 9.76e-05
2025-08-02 12:46:29,725 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_190.pth
2025-08-02 12:46:40,908 - DECODE_Trainer - INFO - Epoch 191/N/A - 8.54s - train_loss: 0.871309 - val_loss: 0.873275 - lr: 9.80e-05
2025-08-02 12:46:49,347 - DECODE_Trainer - INFO - Epoch 192/N/A - 8.44s - train_loss: 0.858505 - val_loss: 0.727463 - lr: 9.84e-05
2025-08-02 12:46:58,021 - DECODE_Trainer - INFO - Epoch 193/N/A - 8.67s - train_loss: 0.754351 - val_loss: 0.872470 - lr: 9.88e-05
2025-08-02 12:47:06,873 - DECODE_Trainer - INFO - Epoch 194/N/A - 8.85s - train_loss: 0.869828 - val_loss: 0.871964 - lr: 9.91e-05
2025-08-02 12:47:15,537 - DECODE_Trainer - INFO - Epoch 195/N/A - 8.66s - train_loss: 0.869469 - val_loss: 0.871506 - lr: 9.94e-05
2025-08-02 12:47:23,970 - DECODE_Trainer - INFO - Epoch 196/N/A - 8.43s - train_loss: 0.869362 - val_loss: 0.871223 - lr: 9.96e-05
2025-08-02 12:47:32,583 - DECODE_Trainer - INFO - Epoch 197/N/A - 8.61s - train_loss: 0.869252 - val_loss: 0.871136 - lr: 9.98e-05
2025-08-02 12:47:41,364 - DECODE_Trainer - INFO - Epoch 198/N/A - 8.78s - train_loss: 0.868743 - val_loss: 0.870950 - lr: 9.99e-05
2025-08-02 12:47:49,780 - DECODE_Trainer - INFO - Epoch 199/N/A - 8.41s - train_loss: 0.868268 - val_loss: 0.869870 - lr: 1.00e-04
2025-08-02 12:47:58,246 - DECODE_Trainer - INFO - Epoch 200/N/A - 8.46s - train_loss: 0.867265 - val_loss: 0.869040 - lr: 1.00e-04
2025-08-02 12:48:00,090 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_200.pth
2025-08-02 12:48:11,470 - DECODE_Trainer - INFO - Epoch 201/N/A - 8.62s - train_loss: 0.722066 - val_loss: 0.752637 - lr: 1.00e-04
2025-08-02 12:48:20,090 - DECODE_Trainer - INFO - Epoch 202/N/A - 8.62s - train_loss: 0.865978 - val_loss: 0.867746 - lr: 9.99e-05
2025-08-02 12:48:28,545 - DECODE_Trainer - INFO - Epoch 203/N/A - 8.45s - train_loss: 0.865307 - val_loss: 0.867474 - lr: 9.98e-05
2025-08-02 12:48:36,983 - DECODE_Trainer - INFO - Epoch 204/N/A - 8.44s - train_loss: 0.865106 - val_loss: 0.867138 - lr: 9.96e-05
2025-08-02 12:48:45,162 - DECODE_Trainer - INFO - Epoch 205/N/A - 8.18s - train_loss: 0.864667 - val_loss: 0.866984 - lr: 9.94e-05
2025-08-02 12:48:53,851 - DECODE_Trainer - INFO - Epoch 206/N/A - 8.69s - train_loss: 0.864553 - val_loss: 0.867179 - lr: 9.91e-05
2025-08-02 12:49:02,392 - DECODE_Trainer - INFO - Epoch 207/N/A - 8.54s - train_loss: 0.864149 - val_loss: 0.866948 - lr: 9.88e-05
2025-08-02 12:49:10,520 - DECODE_Trainer - INFO - Epoch 208/N/A - 8.13s - train_loss: 0.863934 - val_loss: 0.866608 - lr: 9.84e-05
2025-08-02 12:49:18,659 - DECODE_Trainer - INFO - Epoch 209/N/A - 8.14s - train_loss: 0.785923 - val_loss: 0.722049 - lr: 9.80e-05
2025-08-02 12:49:26,816 - DECODE_Trainer - INFO - Epoch 210/N/A - 8.15s - train_loss: 0.814398 - val_loss: 0.866037 - lr: 9.76e-05
2025-08-02 12:49:28,627 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_210.pth
2025-08-02 12:49:39,662 - DECODE_Trainer - INFO - Epoch 211/N/A - 8.50s - train_loss: 0.863226 - val_loss: 0.865862 - lr: 9.71e-05
2025-08-02 12:49:48,190 - DECODE_Trainer - INFO - Epoch 212/N/A - 8.53s - train_loss: 0.863038 - val_loss: 0.865543 - lr: 9.65e-05
2025-08-02 12:49:56,931 - DECODE_Trainer - INFO - Epoch 213/N/A - 8.74s - train_loss: 0.862883 - val_loss: 0.865544 - lr: 9.59e-05
2025-08-02 12:50:05,130 - DECODE_Trainer - INFO - Epoch 214/N/A - 8.20s - train_loss: 0.862736 - val_loss: 0.864966 - lr: 9.53e-05
2025-08-02 12:50:13,281 - DECODE_Trainer - INFO - Epoch 215/N/A - 8.15s - train_loss: 0.862408 - val_loss: 0.864987 - lr: 9.46e-05
2025-08-02 12:50:21,813 - DECODE_Trainer - INFO - Epoch 216/N/A - 8.53s - train_loss: 0.862153 - val_loss: 0.865055 - lr: 9.39e-05
2025-08-02 12:50:29,953 - DECODE_Trainer - INFO - Epoch 217/N/A - 8.14s - train_loss: 0.849634 - val_loss: 0.720602 - lr: 9.31e-05
2025-08-02 12:50:38,120 - DECODE_Trainer - INFO - Epoch 218/N/A - 8.17s - train_loss: 0.746891 - val_loss: 0.864548 - lr: 9.23e-05
2025-08-02 12:50:46,542 - DECODE_Trainer - INFO - Epoch 219/N/A - 8.42s - train_loss: 0.861453 - val_loss: 0.864210 - lr: 9.14e-05
2025-08-02 12:50:55,271 - DECODE_Trainer - INFO - Epoch 220/N/A - 8.73s - train_loss: 0.861360 - val_loss: 0.864162 - lr: 9.05e-05
2025-08-02 12:50:57,061 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_220.pth
2025-08-02 12:51:08,352 - DECODE_Trainer - INFO - Epoch 221/N/A - 8.76s - train_loss: 0.861206 - val_loss: 0.863873 - lr: 8.96e-05
2025-08-02 12:51:16,902 - DECODE_Trainer - INFO - Epoch 222/N/A - 8.55s - train_loss: 0.861436 - val_loss: 0.864949 - lr: 8.86e-05
2025-08-02 12:51:25,486 - DECODE_Trainer - INFO - Epoch 223/N/A - 8.58s - train_loss: 0.861456 - val_loss: 0.864367 - lr: 8.76e-05
2025-08-02 12:51:33,646 - DECODE_Trainer - INFO - Epoch 224/N/A - 8.16s - train_loss: 0.861182 - val_loss: 0.863722 - lr: 8.66e-05
2025-08-02 12:51:41,818 - DECODE_Trainer - INFO - Epoch 225/N/A - 8.17s - train_loss: 0.860625 - val_loss: 0.863607 - lr: 8.55e-05
2025-08-02 12:51:50,009 - DECODE_Trainer - INFO - Epoch 226/N/A - 8.19s - train_loss: 0.716900 - val_loss: 0.748272 - lr: 8.44e-05
2025-08-02 12:51:58,155 - DECODE_Trainer - INFO - Epoch 227/N/A - 8.14s - train_loss: 0.860324 - val_loss: 0.863748 - lr: 8.32e-05
2025-08-02 12:52:06,642 - DECODE_Trainer - INFO - Epoch 228/N/A - 8.48s - train_loss: 0.860149 - val_loss: 0.863308 - lr: 8.21e-05
2025-08-02 12:52:14,780 - DECODE_Trainer - INFO - Epoch 229/N/A - 8.14s - train_loss: 0.859988 - val_loss: 0.863412 - lr: 8.08e-05
2025-08-02 12:52:23,284 - DECODE_Trainer - INFO - Epoch 230/N/A - 8.50s - train_loss: 0.860051 - val_loss: 0.863520 - lr: 7.96e-05
2025-08-02 12:52:24,913 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_230.pth
2025-08-02 12:52:35,681 - DECODE_Trainer - INFO - Epoch 231/N/A - 8.13s - train_loss: 0.859945 - val_loss: 0.863067 - lr: 7.83e-05
2025-08-02 12:52:44,195 - DECODE_Trainer - INFO - Epoch 232/N/A - 8.51s - train_loss: 0.859734 - val_loss: 0.863014 - lr: 7.70e-05
2025-08-02 12:52:52,664 - DECODE_Trainer - INFO - Epoch 233/N/A - 8.47s - train_loss: 0.859612 - val_loss: 0.862842 - lr: 7.57e-05
2025-08-02 12:53:00,881 - DECODE_Trainer - INFO - Epoch 234/N/A - 8.21s - train_loss: 0.781595 - val_loss: 0.719029 - lr: 7.43e-05
2025-08-02 12:53:09,287 - DECODE_Trainer - INFO - Epoch 235/N/A - 8.40s - train_loss: 0.810196 - val_loss: 0.863208 - lr: 7.30e-05
2025-08-02 12:53:18,338 - DECODE_Trainer - INFO - Epoch 236/N/A - 9.05s - train_loss: 0.859340 - val_loss: 0.862686 - lr: 7.16e-05
2025-08-02 12:53:27,079 - DECODE_Trainer - INFO - Epoch 237/N/A - 8.74s - train_loss: 0.859227 - val_loss: 0.863129 - lr: 7.02e-05
2025-08-02 12:53:35,262 - DECODE_Trainer - INFO - Epoch 238/N/A - 8.18s - train_loss: 0.859116 - val_loss: 0.862465 - lr: 6.87e-05
2025-08-02 12:53:43,418 - DECODE_Trainer - INFO - Epoch 239/N/A - 8.15s - train_loss: 0.858901 - val_loss: 0.862668 - lr: 6.73e-05
2025-08-02 12:53:52,263 - DECODE_Trainer - INFO - Epoch 240/N/A - 8.84s - train_loss: 0.858911 - val_loss: 0.862814 - lr: 6.58e-05
2025-08-02 12:53:53,961 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_240.pth
2025-08-02 12:54:04,820 - DECODE_Trainer - INFO - Epoch 241/N/A - 8.18s - train_loss: 0.858771 - val_loss: 0.862408 - lr: 6.43e-05
2025-08-02 12:54:12,976 - DECODE_Trainer - INFO - Epoch 242/N/A - 8.15s - train_loss: 0.846664 - val_loss: 0.718675 - lr: 6.28e-05
2025-08-02 12:54:21,509 - DECODE_Trainer - INFO - Epoch 243/N/A - 8.53s - train_loss: 0.744243 - val_loss: 0.862542 - lr: 6.13e-05
2025-08-02 12:54:30,519 - DECODE_Trainer - INFO - Epoch 244/N/A - 9.01s - train_loss: 0.858472 - val_loss: 0.862486 - lr: 5.98e-05
2025-08-02 12:54:39,578 - DECODE_Trainer - INFO - Epoch 245/N/A - 9.06s - train_loss: 0.858533 - val_loss: 0.862756 - lr: 5.82e-05
2025-08-02 12:54:47,763 - DECODE_Trainer - INFO - Epoch 246/N/A - 8.18s - train_loss: 0.858339 - val_loss: 0.862161 - lr: 5.67e-05
2025-08-02 12:54:55,941 - DECODE_Trainer - INFO - Epoch 247/N/A - 8.18s - train_loss: 0.858221 - val_loss: 0.862152 - lr: 5.52e-05
2025-08-02 12:55:04,111 - DECODE_Trainer - INFO - Epoch 248/N/A - 8.17s - train_loss: 0.858281 - val_loss: 0.862211 - lr: 5.36e-05
2025-08-02 12:55:12,706 - DECODE_Trainer - INFO - Epoch 249/N/A - 8.59s - train_loss: 0.858170 - val_loss: 0.862204 - lr: 5.21e-05
2025-08-02 12:55:20,855 - DECODE_Trainer - INFO - Epoch 250/N/A - 8.15s - train_loss: 0.858091 - val_loss: 0.862285 - lr: 5.05e-05
2025-08-02 12:55:22,526 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_250.pth
2025-08-02 12:55:34,098 - DECODE_Trainer - INFO - Epoch 251/N/A - 9.02s - train_loss: 0.715173 - val_loss: 0.747197 - lr: 4.89e-05
2025-08-02 12:55:42,265 - DECODE_Trainer - INFO - Epoch 252/N/A - 8.16s - train_loss: 0.857834 - val_loss: 0.861916 - lr: 4.74e-05
2025-08-02 12:55:50,787 - DECODE_Trainer - INFO - Epoch 253/N/A - 8.52s - train_loss: 0.857792 - val_loss: 0.861859 - lr: 4.58e-05
2025-08-02 12:55:59,370 - DECODE_Trainer - INFO - Epoch 254/N/A - 8.58s - train_loss: 0.857684 - val_loss: 0.862344 - lr: 4.43e-05
2025-08-02 12:56:07,911 - DECODE_Trainer - INFO - Epoch 255/N/A - 8.54s - train_loss: 0.857787 - val_loss: 0.861938 - lr: 4.28e-05
2025-08-02 12:56:16,051 - DECODE_Trainer - INFO - Epoch 256/N/A - 8.14s - train_loss: 0.857671 - val_loss: 0.862123 - lr: 4.12e-05
2025-08-02 12:56:24,903 - DECODE_Trainer - INFO - Epoch 257/N/A - 8.85s - train_loss: 0.857570 - val_loss: 0.861847 - lr: 3.97e-05
2025-08-02 12:56:33,347 - DECODE_Trainer - INFO - Epoch 258/N/A - 8.44s - train_loss: 0.857616 - val_loss: 0.861962 - lr: 3.82e-05
2025-08-02 12:56:41,462 - DECODE_Trainer - INFO - Epoch 259/N/A - 8.11s - train_loss: 0.779862 - val_loss: 0.718144 - lr: 3.67e-05
2025-08-02 12:56:50,002 - DECODE_Trainer - INFO - Epoch 260/N/A - 8.54s - train_loss: 0.808304 - val_loss: 0.861877 - lr: 3.52e-05
2025-08-02 12:56:51,761 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_260.pth
2025-08-02 12:57:03,316 - DECODE_Trainer - INFO - Epoch 261/N/A - 8.78s - train_loss: 0.857306 - val_loss: 0.861873 - lr: 3.37e-05
2025-08-02 12:57:11,463 - DECODE_Trainer - INFO - Epoch 262/N/A - 8.15s - train_loss: 0.857272 - val_loss: 0.861926 - lr: 3.23e-05
2025-08-02 12:57:19,627 - DECODE_Trainer - INFO - Epoch 263/N/A - 8.16s - train_loss: 0.857297 - val_loss: 0.862245 - lr: 3.08e-05
2025-08-02 12:57:27,803 - DECODE_Trainer - INFO - Epoch 264/N/A - 8.17s - train_loss: 0.857339 - val_loss: 0.862511 - lr: 2.94e-05
2025-08-02 12:57:36,309 - DECODE_Trainer - INFO - Epoch 265/N/A - 8.50s - train_loss: 0.857435 - val_loss: 0.862155 - lr: 2.80e-05
2025-08-02 12:57:44,452 - DECODE_Trainer - INFO - Epoch 266/N/A - 8.14s - train_loss: 0.857192 - val_loss: 0.861797 - lr: 2.67e-05
2025-08-02 12:57:52,991 - DECODE_Trainer - INFO - Epoch 267/N/A - 8.54s - train_loss: 0.844744 - val_loss: 0.718086 - lr: 2.53e-05
2025-08-02 12:58:01,595 - DECODE_Trainer - INFO - Epoch 268/N/A - 8.60s - train_loss: 0.742853 - val_loss: 0.861721 - lr: 2.40e-05
2025-08-02 12:58:09,726 - DECODE_Trainer - INFO - Epoch 269/N/A - 8.13s - train_loss: 0.856867 - val_loss: 0.861757 - lr: 2.27e-05
2025-08-02 12:58:18,278 - DECODE_Trainer - INFO - Epoch 270/N/A - 8.55s - train_loss: 0.856891 - val_loss: 0.861695 - lr: 2.14e-05
2025-08-02 12:58:20,078 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_270.pth
2025-08-02 12:58:31,175 - DECODE_Trainer - INFO - Epoch 271/N/A - 8.56s - train_loss: 0.856878 - val_loss: 0.861794 - lr: 2.02e-05
2025-08-02 12:58:39,690 - DECODE_Trainer - INFO - Epoch 272/N/A - 8.51s - train_loss: 0.856797 - val_loss: 0.861735 - lr: 1.89e-05
2025-08-02 12:58:48,041 - DECODE_Trainer - INFO - Epoch 273/N/A - 8.35s - train_loss: 0.856758 - val_loss: 0.861846 - lr: 1.78e-05
2025-08-02 12:58:56,619 - DECODE_Trainer - INFO - Epoch 274/N/A - 8.58s - train_loss: 0.856801 - val_loss: 0.861624 - lr: 1.66e-05
2025-08-02 12:59:05,773 - DECODE_Trainer - INFO - Epoch 275/N/A - 9.15s - train_loss: 0.856680 - val_loss: 0.861832 - lr: 1.55e-05
2025-08-02 12:59:13,945 - DECODE_Trainer - INFO - Epoch 276/N/A - 8.17s - train_loss: 0.713891 - val_loss: 0.746886 - lr: 1.44e-05
2025-08-02 12:59:22,817 - DECODE_Trainer - INFO - Epoch 277/N/A - 8.87s - train_loss: 0.856595 - val_loss: 0.861635 - lr: 1.34e-05
2025-08-02 12:59:31,171 - DECODE_Trainer - INFO - Epoch 278/N/A - 8.35s - train_loss: 0.856543 - val_loss: 0.861664 - lr: 1.24e-05
2025-08-02 12:59:39,297 - DECODE_Trainer - INFO - Epoch 279/N/A - 8.13s - train_loss: 0.856543 - val_loss: 0.861709 - lr: 1.14e-05
2025-08-02 12:59:47,789 - DECODE_Trainer - INFO - Epoch 280/N/A - 8.49s - train_loss: 0.856489 - val_loss: 0.861710 - lr: 1.05e-05
2025-08-02 12:59:49,541 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_280.pth
2025-08-02 13:00:00,452 - DECODE_Trainer - INFO - Epoch 281/N/A - 8.12s - train_loss: 0.856510 - val_loss: 0.861659 - lr: 9.56e-06
2025-08-02 13:00:08,991 - DECODE_Trainer - INFO - Epoch 282/N/A - 8.54s - train_loss: 0.856455 - val_loss: 0.861656 - lr: 8.71e-06
2025-08-02 13:00:17,519 - DECODE_Trainer - INFO - Epoch 283/N/A - 8.53s - train_loss: 0.856444 - val_loss: 0.861647 - lr: 7.89e-06
2025-08-02 13:00:26,400 - DECODE_Trainer - INFO - Epoch 284/N/A - 8.88s - train_loss: 0.778912 - val_loss: 0.718071 - lr: 7.12e-06
2025-08-02 13:00:34,917 - DECODE_Trainer - INFO - Epoch 285/N/A - 8.52s - train_loss: 0.807718 - val_loss: 0.861704 - lr: 6.40e-06
2025-08-02 13:00:43,527 - DECODE_Trainer - INFO - Epoch 286/N/A - 8.61s - train_loss: 0.856369 - val_loss: 0.861670 - lr: 5.71e-06
2025-08-02 13:00:51,842 - DECODE_Trainer - INFO - Epoch 287/N/A - 8.31s - train_loss: 0.856371 - val_loss: 0.861671 - lr: 5.07e-06
2025-08-02 13:01:00,344 - DECODE_Trainer - INFO - Epoch 288/N/A - 8.50s - train_loss: 0.856350 - val_loss: 0.861663 - lr: 4.48e-06
2025-08-02 13:01:09,277 - DECODE_Trainer - INFO - Epoch 289/N/A - 8.93s - train_loss: 0.856336 - val_loss: 0.861693 - lr: 3.93e-06
2025-08-02 13:01:17,440 - DECODE_Trainer - INFO - Epoch 290/N/A - 8.16s - train_loss: 0.856332 - val_loss: 0.861683 - lr: 3.42e-06
2025-08-02 13:01:19,119 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_290.pth
2025-08-02 13:01:30,176 - DECODE_Trainer - INFO - Epoch 291/N/A - 8.42s - train_loss: 0.856309 - val_loss: 0.861663 - lr: 2.97e-06
2025-08-02 13:01:39,163 - DECODE_Trainer - INFO - Epoch 292/N/A - 8.99s - train_loss: 0.843936 - val_loss: 0.718054 - lr: 2.56e-06
2025-08-02 13:01:47,348 - DECODE_Trainer - INFO - Epoch 293/N/A - 8.18s - train_loss: 0.742025 - val_loss: 0.861665 - lr: 2.19e-06
2025-08-02 13:01:55,913 - DECODE_Trainer - INFO - Epoch 294/N/A - 8.56s - train_loss: 0.856271 - val_loss: 0.861663 - lr: 1.88e-06
2025-08-02 13:02:04,222 - DECODE_Trainer - INFO - Epoch 295/N/A - 8.31s - train_loss: 0.856272 - val_loss: 0.861665 - lr: 1.61e-06
2025-08-02 13:02:12,809 - DECODE_Trainer - INFO - Epoch 296/N/A - 8.59s - train_loss: 0.856259 - val_loss: 0.861663 - lr: 1.39e-06
2025-08-02 13:02:21,739 - DECODE_Trainer - INFO - Epoch 297/N/A - 8.93s - train_loss: 0.856260 - val_loss: 0.861669 - lr: 1.22e-06
2025-08-02 13:02:29,895 - DECODE_Trainer - INFO - Epoch 298/N/A - 8.15s - train_loss: 0.856254 - val_loss: 0.861676 - lr: 1.10e-06
2025-08-02 13:02:38,792 - DECODE_Trainer - INFO - Epoch 299/N/A - 8.90s - train_loss: 0.856251 - val_loss: 0.861664 - lr: 1.02e-06
2025-08-02 13:02:47,432 - DECODE_Trainer - INFO - Epoch 300/N/A - 8.64s - train_loss: 0.856244 - val_loss: 0.861665 - lr: 1.00e-06
